County,Polling Place,First Check-In,Last Check-In, First Check-In,Last Check In,Active Registered Voters,Total Election Day Check-Ins,Total EV,Voters/Hour
CARROLL,TABERNACLE CHURCH,07:03:00,19:04:00,1899-12-30 07:03:00,1899-12-30 19:04:00,1581,191,464,15.89
CARROLL,TEMPLE SENIOR CITIZENS CENTER1,07:03:00,19:11:00,1899-12-30 07:03:00,1899-12-30 19:11:00,4139,397,653,32.72
CARROLL,TEMPLE SENIOR CITIZENS CENTER2,07:03:00,19:04:00,1899-12-30 07:03:00,1899-12-30 19:04:00,3470,391,456,32.54
CARROLL,TYUS CH FELLOWSHIP HALL,07:16:00,18:54:00,1899-12-30 07:16:00,1899-12-30 18:54:00,1835,322,369,27.68
CARROLL,UWG FOOD SERVICE BLDG (Z6),07:02:00,18:55:00,1899-12-30 07:02:00,1899-12-30 18:55:00,2204,204,495,17.17
CARROLL,VR CIVIC CTR.& SPORTS COMPLEX,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,2831,257,593,21.69
CARROLL,WEST CARROLLTON GYM,07:01:00,19:07:00,1899-12-30 07:01:00,1899-12-30 19:07:00,4258,373,611,30.83
CARROLL,WHITESBURG RECREATION CENTER,07:23:00,18:50:00,1899-12-30 07:23:00,1899-12-30 18:50:00,2089,388,372,33.89
CATOOSA,BLACKSTOCK PRECINCT,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,1826,227,325,19.08
CATOOSA,BOYNTON PRECINCT,07:02:00,19:08:00,1899-12-30 07:02:00,1899-12-30 19:08:00,5728,651,1186,53.8
CATOOSA,CATOOSA KEITH PRECINCT,07:10:00,18:58:00,1899-12-30 07:10:00,1899-12-30 18:58:00,2495,373,510,31.61
CATOOSA,CHAMBERS PRECINCT,06:45:00,18:56:00,1899-12-30 06:45:00,1899-12-30 18:56:00,2443,392,548,32.18
CATOOSA,FT. OGLETHORPE PRECINCT,07:25:00,19:00:00,1899-12-30 07:25:00,1899-12-30 19:00:00,3954,390,734,33.67
CATOOSA,GRAYSVILLE PRECINCT,07:02:00,19:04:00,1899-12-30 07:02:00,1899-12-30 19:04:00,4279,511,777,42.47
CATOOSA,LAKEVIEW PRECINCT,07:21:00,18:57:00,1899-12-30 07:21:00,1899-12-30 18:57:00,3408,274,554,23.62
CATOOSA,POPLAR SPRINGS PRECINCT,07:11:00,19:01:00,1899-12-30 07:11:00,1899-12-30 19:01:00,4001,457,865,38.62
CATOOSA,RINGGOLD PRECINCT,07:01:00,18:58:00,1899-12-30 07:01:00,1899-12-30 18:58:00,7021,640,1685,53.56
CATOOSA,WESTSIDE PRECINCT,07:06:00,19:06:00,1899-12-30 07:06:00,1899-12-30 19:06:00,5645,423,1212,35.25
CATOOSA,WOODSTATION PRECINCT,07:02:00,19:19:00,1899-12-30 07:02:00,1899-12-30 19:19:00,2849,475,528,38.67
CHARLTON,AMERICAN LEGION,07:11:00,18:49:00,1899-12-30 07:11:00,1899-12-30 18:49:00,757,119,246,10.23
CHARLTON,BEND FIRE STATION,07:08:00,19:06:00,1899-12-30 07:08:00,1899-12-30 19:06:00,518,104,71,8.69
CHARLTON,FOLKSTON CITY HALL,07:18:00,19:06:00,1899-12-30 07:18:00,1899-12-30 19:06:00,2382,372,482,31.53
CHARLTON,FOLKSTON FIRE STATION,07:13:00,18:50:00,1899-12-30 07:13:00,1899-12-30 18:50:00,761,95,242,8.18
CHARLTON,HOMELAND CITY HALL,07:05:00,18:57:00,1899-12-30 07:05:00,1899-12-30 18:57:00,864,127,255,10.7
CHARLTON,RACEPOND CHURCH OF GOD,07:19:00,18:58:00,1899-12-30 07:19:00,1899-12-30 18:58:00,255,60,85,5.15
CHARLTON,ST. GEORGE COUNTY BLDG.,07:05:00,18:53:00,1899-12-30 07:05:00,1899-12-30 18:53:00,661,171,113,14.49
CHARLTON,WINOKUR FIRE STATION,07:17:00,18:55:00,1899-12-30 07:17:00,1899-12-30 18:55:00,314,61,87,5.24
CHATHAM,1ST AFRICAN BAPTIST CHURCH,07:04:00,19:20:00,1899-12-30 07:04:00,1899-12-30 19:20:00,1626,223,235,18.18
CHATHAM,BARTLETT MIDDLE SCHOOL,07:11:00,19:02:00,1899-12-30 07:11:00,1899-12-30 19:02:00,1077,144,169,12.15
CHATHAM,BEACH HIGH SCHOOL,07:33:00,18:56:00,1899-12-30 07:33:00,1899-12-30 18:56:00,1289,114,161,10.01
CHATHAM,BIBLE BAPTIST CHURCH,07:42:00,20:58:00,1899-12-30 07:42:00,1899-12-30 20:58:00,2722,374,495,28.19
CHATHAM,BLOOMINGDALE COMMUNITY CENTER,07:13:00,19:12:00,1899-12-30 07:13:00,1899-12-30 19:12:00,2636,336,342,28.04
CHATHAM,BUTLER ELEMENTARY SCHOOL,07:36:00,18:50:00,1899-12-30 07:36:00,1899-12-30 18:50:00,1416,220,375,19.58
CHATHAM,BUTLER PRESBYTERIAN EDUC BLDG,07:33:00,19:02:00,1899-12-30 07:33:00,1899-12-30 19:02:00,1195,128,174,11.15
CHATHAM,CARVER HEIGHTS COMMUNITY CTR,07:32:00,18:55:00,1899-12-30 07:32:00,1899-12-30 18:55:00,1918,257,311,22.58
CHATHAM,CENTRAL CHURCH OF CHRIST,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,1982,318,531,26.84
CHATHAM,CHRIST COMM CH AT MORNINGSIDE,07:39:00,20:31:00,1899-12-30 07:39:00,1899-12-30 20:31:00,2872,415,481,32.25
CHATHAM,CIVIC CENTER,07:16:00,20:39:00,1899-12-30 07:16:00,1899-12-30 20:39:00,1032,35,55,2.62
CHATHAM,COASTAL CATHEDRAL CHURCH,07:04:00,19:19:00,1899-12-30 07:04:00,1899-12-30 19:19:00,7328,905,1428,73.88
CHATHAM,COASTAL GEORGIA BOTANICAL GARDENS,07:20:00,20:09:00,1899-12-30 07:20:00,1899-12-30 20:09:00,5098,589,679,45.96
CHATHAM,CRUSADER COMMUNITY CENTER,08:12:00,20:39:00,1899-12-30 08:12:00,1899-12-30 20:39:00,2690,397,593,31.89
CHATHAM,ELI WHITNEY COMPLEX,07:37:00,18:58:00,1899-12-30 07:37:00,1899-12-30 18:58:00,779,90,52,7.93
CHATHAM,ELI WHITNEY COMPLEX,07:23:00,18:55:00,1899-12-30 07:23:00,1899-12-30 18:55:00,787,124,237,10.75
CHATHAM,ELKS LODGE,07:08:00,20:34:00,1899-12-30 07:08:00,1899-12-30 20:34:00,2026,197,236,14.67
CHATHAM,FBC GARDEN CITY,07:33:00,19:04:00,1899-12-30 07:33:00,1899-12-30 19:04:00,1648,198,211,17.19
CHATHAM,FELLOWSHIP OF LOVE COMM CHURCH,08:12:00,19:36:00,1899-12-30 08:12:00,1899-12-30 19:36:00,3221,380,541,33.33
CHATHAM,FERGUSON AVENUE BAPTIST CHURCH,07:04:00,19:13:00,1899-12-30 07:04:00,1899-12-30 19:13:00,2873,493,567,40.58
CHATHAM,FIRST BAPTIST CHURCH OF THE ISLANDS,07:04:00,19:03:00,1899-12-30 07:04:00,1899-12-30 19:03:00,2185,368,421,30.71
CHATHAM,FIRST PRESBYTERIAN CHURCH,07:04:00,18:59:00,1899-12-30 07:04:00,1899-12-30 18:59:00,3208,490,960,41.12
CHATHAM,GARDEN CITY SENIOR CENTER,08:09:00,18:53:00,1899-12-30 08:09:00,1899-12-30 18:53:00,1569,216,252,20.12
CHATHAM,GEORGETOWN ELEMENTARY SCHOOL,07:20:00,19:42:00,1899-12-30 07:20:00,1899-12-30 19:42:00,4176,525,830,42.45
CHATHAM,GRACE UNITED METHODIST CHURCH,07:19:00,18:57:00,1899-12-30 07:19:00,1899-12-30 18:57:00,1652,253,343,21.75
CHATHAM,GUARD HOUSE COMMUNITY CENTER,07:09:00,19:20:00,1899-12-30 07:09:00,1899-12-30 19:20:00,1488,291,291,23.89
CHATHAM,HELLENIC CENTER,07:10:00,18:57:00,1899-12-30 07:10:00,1899-12-30 18:57:00,1753,225,231,19.09
CHATHAM,HOLY SPIRIT LUTHERAN CHURCH,07:34:00,19:00:00,1899-12-30 07:34:00,1899-12-30 19:00:00,2159,303,408,26.5
CHATHAM,IMMANUEL BAPTIST CHURCH,09:31:00,18:27:00,1899-12-30 09:31:00,1899-12-30 18:27:00,753,100,86,11.19
CHATHAM,ISLANDS CHRISTIAN CHURCH,07:30:00,20:31:00,1899-12-30 07:30:00,1899-12-30 20:31:00,3135,403,695,30.96
CHATHAM,ISLANDS HIGH SCHOOL COMPLEX,10:43:00,19:01:00,1899-12-30 10:43:00,1899-12-30 19:01:00,2414,303,348,36.51
CHATHAM,ISLE OF HOPE BAPTIST CENTER,08:50:00,20:56:00,1899-12-30 08:50:00,1899-12-30 20:56:00,1884,313,505,25.87
CHATHAM,J E A,08:19:00,20:50:00,1899-12-30 08:19:00,1899-12-30 20:50:00,2146,304,484,24.29
CHATHAM,JENKINS HIGH SCHOOL,07:17:00,20:41:00,1899-12-30 07:17:00,1899-12-30 20:41:00,1239,179,253,13.36
CHATHAM,JONESVILLE BAPTIST CHURCH,07:50:00,19:15:00,1899-12-30 07:50:00,1899-12-30 19:15:00,3596,415,581,36.35
CHATHAM,LAKE SHORE COMMUNITY CENTER,07:28:00,20:08:00,1899-12-30 07:28:00,1899-12-30 20:08:00,2918,405,314,31.97
CHATHAM,LARGO-TIBET ELEMENTARY SCHOOL,07:23:00,20:09:00,1899-12-30 07:23:00,1899-12-30 20:09:00,3031,286,514,22.4
CHATHAM,LIBERTY CITY COMMUNITY CENTER,07:15:00,19:23:00,1899-12-30 07:15:00,1899-12-30 19:23:00,2569,396,599,32.64
CHATHAM,LIGHTHOUSE BAPTIST CHURCH,07:10:00,18:59:00,1899-12-30 07:10:00,1899-12-30 18:59:00,2392,433,490,36.64
CHATHAM,MOSES JACKSON CENTER,08:55:00,20:44:00,1899-12-30 08:55:00,1899-12-30 20:44:00,1409,190,193,16.08
CHATHAM,NEW COVENANT SEVENTH DAY ADVENT CH,07:15:00,20:29:00,1899-12-30 07:15:00,1899-12-30 20:29:00,2883,230,358,17.38
CHATHAM,NEW GENERATIONS CATHEDRAL,09:40:00,19:23:00,1899-12-30 09:40:00,1899-12-30 19:23:00,2159,279,272,28.71
CHATHAM,OGLETHORPE CHARTER ACADEMY,07:02:00,19:18:00,1899-12-30 07:02:00,1899-12-30 19:18:00,2395,280,565,22.83
CHATHAM,OLD COURTHOUSE,07:03:00,18:45:00,1899-12-30 07:03:00,1899-12-30 18:45:00,471,52,87,4.44
CHATHAM,P B EDWARDS GYMNASIUM,07:20:00,19:27:00,1899-12-30 07:20:00,1899-12-30 19:27:00,1257,194,140,16.01
CHATHAM,POOLER CHURCH,07:45:00,19:46:00,1899-12-30 07:45:00,1899-12-30 19:46:00,6658,320,1312,26.63
CHATHAM,POOLER CITY HALL,07:21:00,19:00:00,1899-12-30 07:21:00,1899-12-30 19:00:00,3582,284,563,24.38
CHATHAM,PROGRESSIVE RECREATION CENTER,07:10:00,19:02:00,1899-12-30 07:10:00,1899-12-30 19:02:00,4279,454,605,38.26
CHATHAM,RESUR OF OUR LORD CATHOLIC CH,07:25:00,18:59:00,1899-12-30 07:25:00,1899-12-30 18:59:00,1786,216,288,18.67
CHATHAM,RICE CREEK SCHOOL,07:30:00,19:55:00,1899-12-30 07:30:00,1899-12-30 19:55:00,2387,326,267,26.26
CHATHAM,RIVER POINTE,07:08:00,18:56:00,1899-12-30 07:08:00,1899-12-30 18:56:00,1769,199,218,16.86
CHATHAM,ROSE OF SHARON,07:17:00,18:44:00,1899-12-30 07:17:00,1899-12-30 18:44:00,1610,176,355,15.37
CHATHAM,ROTHWELL BAPTIST CHURCH,07:35:00,18:52:00,1899-12-30 07:35:00,1899-12-30 18:52:00,3891,325,729,28.8
CHATHAM,SAINT THOMAS EPISCOPAL CHURCH,07:18:00,18:54:00,1899-12-30 07:18:00,1899-12-30 18:54:00,1073,202,269,17.41
CHATHAM,SAVANNAH CHRISTIAN SCHOOL,08:52:00,18:58:00,1899-12-30 08:52:00,1899-12-30 18:58:00,1097,58,86,5.74
CHATHAM,SAVANNAH COMMONS,07:06:00,19:01:00,1899-12-30 07:06:00,1899-12-30 19:01:00,2273,255,321,21.4
CHATHAM,SAVANNAH HIGH SCHOOL,07:31:00,19:00:00,1899-12-30 07:31:00,1899-12-30 19:00:00,1272,131,141,11.41
CHATHAM,SAVANNAH HOLY CHURCH OF GOD,07:04:00,19:02:00,1899-12-30 07:04:00,1899-12-30 19:02:00,2740,282,403,23.57
CHATHAM,SAVANNAH PRIMITIVE BAPT CHURCH,07:13:00,20:22:00,1899-12-30 07:13:00,1899-12-30 20:22:00,1884,297,290,22.59
CHATHAM,SEED CHURCH,07:09:00,18:57:00,1899-12-30 07:09:00,1899-12-30 18:57:00,2782,244,364,20.68
CHATHAM,SENIOR CITIZENS CENTER,07:42:00,20:50:00,1899-12-30 07:42:00,1899-12-30 20:50:00,927,107,110,8.15
CHATHAM,SEVENTH DAY ADVENTIST CHURCH,07:36:00,19:19:00,1899-12-30 07:36:00,1899-12-30 19:19:00,5964,575,734,49.08
CHATHAM,SILK HOPE BAPTIST CHURCH,07:21:00,18:59:00,1899-12-30 07:21:00,1899-12-30 18:59:00,848,71,109,6.1
CHATHAM,SKIDAWAY IS PRESB CHURCH,07:14:00,18:58:00,1899-12-30 07:14:00,1899-12-30 18:58:00,2402,265,848,22.59
CHATHAM,SKIDAWAY IS UNITED METHODIST,07:12:00,18:49:00,1899-12-30 07:12:00,1899-12-30 18:49:00,1712,166,607,14.29
CHATHAM,SKIDAWAY ISLAND STATE PARK,07:16:00,18:56:00,1899-12-30 07:16:00,1899-12-30 18:56:00,1812,202,623,17.31
CHATHAM,SOUTHSIDE BAPTIST CHURCH,07:34:00,20:26:00,1899-12-30 07:34:00,1899-12-30 20:26:00,1492,212,242,16.48
CHATHAM,SOUTHSIDE FIRE TRAINING CENTER,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,2449,264,752,22.28
CHATHAM,ST LUKE UNITED METHODIST CHURC,07:27:00,19:09:00,1899-12-30 07:27:00,1899-12-30 19:09:00,1692,201,416,17.18
CHATHAM,ST PETERS EPISCOPAL CHURCH,07:10:00,19:03:00,1899-12-30 07:10:00,1899-12-30 19:03:00,2229,290,674,24.4
CHATHAM,ST. FRANCIS EPISCOPAL CHURCH,08:18:00,18:58:00,1899-12-30 08:18:00,1899-12-30 18:58:00,2236,356,415,33.38
CHATHAM,STILLWELL TOWERS,07:27:00,18:57:00,1899-12-30 07:27:00,1899-12-30 18:57:00,1930,221,263,19.22
CHATHAM,THE CONNEXION CHURCH,08:12:00,19:38:00,1899-12-30 08:12:00,1899-12-30 19:38:00,665,158,160,13.82
CHATHAM,THE LIGHT CHURCH,07:12:00,19:02:00,1899-12-30 07:12:00,1899-12-30 19:02:00,1580,172,239,14.54
CHATHAM,THE SALVATION ARMY,07:49:00,19:00:00,1899-12-30 07:49:00,1899-12-30 19:00:00,3527,440,651,39.34
CHATHAM,THE SANCTUARY,07:23:00,19:01:00,1899-12-30 07:23:00,1899-12-30 19:01:00,1381,202,252,17.36
CHATHAM,THUNDERBOLT MUNICIPAL COMPLEX,07:23:00,19:00:00,1899-12-30 07:23:00,1899-12-30 19:00:00,1702,217,291,18.68
CHATHAM,TOMPKINS RECREATION CENTER,07:17:00,19:30:00,1899-12-30 07:17:00,1899-12-30 19:30:00,1144,136,138,11.13
CHATHAM,TRINITY LUTHERAN CHURCH,07:12:00,19:02:00,1899-12-30 07:12:00,1899-12-30 19:02:00,3542,457,654,38.62
CHATHAM,TYBEE ISLAND SCH CAFETERIA,07:13:00,18:56:00,1899-12-30 07:13:00,1899-12-30 18:56:00,1701,364,318,31.07
CHATHAM,W. W. LAW CENTER,07:15:00,20:43:00,1899-12-30 07:15:00,1899-12-30 20:43:00,1687,209,212,15.52
CHATHAM,WEST BROAD STREET YMCA,07:13:00,18:56:00,1899-12-30 07:13:00,1899-12-30 18:56:00,1659,139,134,11.86
CHATHAM,WHITE BLUFF PRESBYTERIAN CHUR,07:16:00,18:55:00,1899-12-30 07:16:00,1899-12-30 18:55:00,1980,252,287,21.63
CHATHAM,WILLIAMS COURT APARTMENTS,07:10:00,18:45:00,1899-12-30 07:10:00,1899-12-30 18:45:00,1811,244,274,21.06
CHATHAM,WILMINGTON IS PRESBYTERIAN CH,07:18:00,19:01:00,1899-12-30 07:18:00,1899-12-30 19:01:00,2637,465,575,39.69
CHATHAM,WILMINGTON IS UNITED METHODIST,07:09:00,18:56:00,1899-12-30 07:09:00,1899-12-30 18:56:00,3274,378,618,32.08
CHATHAM,WINDSOR FOREST BAPTIST CHURCH,07:05:00,18:58:00,1899-12-30 07:05:00,1899-12-30 18:58:00,2255,408,565,34.33
CHATHAM,WINDSOR HALL,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,1999,242,352,20.34
CHATHAM,WOODLAWN BAPTIST CHURCH,07:06:00,19:00:00,1899-12-30 07:06:00,1899-12-30 19:00:00,1289,162,125,13.61
CHATHAM,WOODVILLE-TOMPKINS TECH INST,09:50:00,19:38:00,1899-12-30 09:50:00,1899-12-30 19:38:00,628,113,82,11.53
CHATTAHOOCHEE,ROSCOE ROBINSON SR ACTVTY CEN,07:04:00,19:23:00,1899-12-30 07:04:00,1899-12-30 19:23:00,3606,392,461,31.83
CHATTOOGA,CHATTOOGA CO. CIVIC CENTER,07:08:00,19:15:00,1899-12-30 07:08:00,1899-12-30 19:15:00,5018,719,1337,59.34
CHATTOOGA,EBENEEZER BAPTIST CHURCH,07:05:00,18:37:00,1899-12-30 07:05:00,1899-12-30 18:37:00,158,40,29,3.47
CHATTOOGA,GORE FIRE DEPARTMENT,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,842,182,201,15.21
CHATTOOGA,LYERLY SCHOOL GYM,07:17:00,19:00:00,1899-12-30 07:17:00,1899-12-30 19:00:00,1491,296,382,25.26
CHATTOOGA,MENLO SCHOOL GYM,07:03:00,19:04:00,1899-12-30 07:03:00,1899-12-30 19:04:00,1191,306,289,25.46
CHATTOOGA,SUBLIGNA BAPTIST CHURCH,07:02:00,18:58:00,1899-12-30 07:02:00,1899-12-30 18:58:00,465,123,113,10.31
CHATTOOGA,TRION MIDDLE SCHOOL GYM,07:04:00,19:36:00,1899-12-30 07:04:00,1899-12-30 19:36:00,4471,696,1139,55.53
CHEROKEE,ALLEN TEMPLE AME CHURCH,07:04:00,19:45:00,1899-12-30 07:04:00,1899-12-30 19:45:00,7231,802,1471,63.23
CHEROKEE,ARNOLD MILL ELEMENTARY SCHOOL,07:05:00,19:04:00,1899-12-30 07:05:00,1899-12-30 19:04:00,4731,665,1166,55.49
CHEROKEE,BALL GROUND UNITED METHODIST CHURCH,07:02:00,18:55:00,1899-12-30 07:02:00,1899-12-30 18:55:00,3810,496,655,41.74
CHEROKEE,BASCOMB ELEMENTARY SCHOOL,07:08:00,18:54:00,1899-12-30 07:08:00,1899-12-30 18:54:00,3950,542,793,46.06
CHEROKEE,CALVARY BAPTIST CHURCH,07:07:00,19:43:00,1899-12-30 07:07:00,1899-12-30 19:43:00,8821,1109,1897,88.02
CHEROKEE,CANTON CITY HALL,07:04:00,18:54:00,1899-12-30 07:04:00,1899-12-30 18:54:00,2429,178,421,14.85
CHEROKEE,CARMEL ELEMENTARY SCHOOL,07:02:00,19:01:00,1899-12-30 07:02:00,1899-12-30 19:01:00,4243,472,669,38.79
CHEROKEE,CHEROKEE COUNTY SENIOR CENTER,07:02:00,19:12:00,1899-12-30 07:02:00,1899-12-30 19:12:00,5102,495,1129,41.31
CHEROKEE,CLARK CREEK STEM ACADEMY,07:10:00,19:09:00,1899-12-30 07:10:00,1899-12-30 19:09:00,5564,676,920,56.81
CHEROKEE,E T BOOTH MIDDLE SCHOOL,07:01:00,19:00:00,1899-12-30 07:01:00,1899-12-30 19:00:00,3775,440,873,36.72
CHEROKEE,FIRE STATION COMMUNITY CTR #21,07:09:00,19:00:00,1899-12-30 07:09:00,1899-12-30 19:00:00,4493,429,977,36.2
CHEROKEE,FIRST BAPTIST CANTON,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,7517,577,1967,48.62
CHEROKEE,GOOD SHEPHERD LUTHERAN CHURCH,07:02:00,19:16:00,1899-12-30 07:02:00,1899-12-30 19:16:00,3634,555,766,45.37
CHEROKEE,GOSHEN BAPTIST CHURCH,07:19:00,18:55:00,1899-12-30 07:19:00,1899-12-30 18:55:00,695,110,126,9.48
CHEROKEE,GROW CHURCH,07:03:00,18:59:00,1899-12-30 07:03:00,1899-12-30 18:59:00,4323,576,1196,48.27
CHEROKEE,HICKORY FLAT ELEMENTARY SCHOOL,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,6831,862,1380,72.54
CHEROKEE,HICKORY FLAT UNITED METHODIST CHURCH,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,3331,862,807,72.54
CHEROKEE,HILLSIDE UNITED METHODIST CH,07:02:00,18:52:00,1899-12-30 07:02:00,1899-12-30 18:52:00,3072,449,724,37.94
CHEROKEE,HOLLY SPGS ELEMENTARY SCHOOL,07:02:00,19:05:00,1899-12-30 07:02:00,1899-12-30 19:05:00,3082,421,532,34.94
CHEROKEE,HOLLY SPRINGS MUNICIPAL BUILDING,07:04:00,18:52:00,1899-12-30 07:04:00,1899-12-30 18:52:00,2971,306,509,25.93
CHEROKEE,HOPEWELL BAPTIST CHURCH,07:03:00,19:16:00,1899-12-30 07:03:00,1899-12-30 19:16:00,7837,911,1759,74.57
CHEROKEE,JOHNSTON ELEMENTARY SCHOOL,07:02:00,19:36:00,1899-12-30 07:02:00,1899-12-30 19:36:00,6360,705,1247,56.1
CHEROKEE,LIBERTY ELEMENTARY SCHOOL,07:57:00,19:42:00,1899-12-30 07:57:00,1899-12-30 19:42:00,8057,734,1418,62.47
CHEROKEE,LITTLE RIVER ELEMENTARY SCHOOL,07:07:00,18:58:00,1899-12-30 07:07:00,1899-12-30 18:58:00,7119,650,1841,54.85
CHEROKEE,MACEDONIA ELEMENTARY SCHOOL,07:06:00,18:57:00,1899-12-30 07:06:00,1899-12-30 18:57:00,4638,554,1135,46.75
CHEROKEE,MILL CREEK MIDDLE SCHOOL,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,2953,372,597,31.09
CHEROKEE,MOUNTAIN RD ELEMENTARY SCHOOL,07:02:00,18:57:00,1899-12-30 07:02:00,1899-12-30 18:57:00,2937,467,677,39.19
CHEROKEE,NEW VICTORIA BAPTIST CHURCH,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,2967,436,579,36.49
CHEROKEE,PRAYER & PRAISE FELLOWSHIP CH,08:32:00,19:29:00,1899-12-30 08:32:00,1899-12-30 19:29:00,5251,548,884,50.05
CHEROKEE,R M MOORE ELEMENTARY SCHOOL,07:02:00,19:19:00,1899-12-30 07:02:00,1899-12-30 19:19:00,3271,808,725,65.78
CHEROKEE,RIVER GREEN - HERITAGE CLUB,07:05:00,19:18:00,1899-12-30 07:05:00,1899-12-30 19:18:00,7622,377,1481,30.86
CHEROKEE,SHILOH UNITED METHODIST CHURCH,07:17:00,19:03:00,1899-12-30 07:17:00,1899-12-30 19:03:00,847,150,139,12.75
CHEROKEE,SUTALLEE BAPTIST CHURCH,07:05:00,18:56:00,1899-12-30 07:05:00,1899-12-30 18:56:00,2421,369,514,
CHEROKEE,THE LODGE AT DEER RUN,07:24:00,19:18:00,1899-12-30 07:24:00,1899-12-30 19:18:00,2937,493,556,40.47
CHEROKEE,THE WOODLANDS CLUBHOUSE,07:09:00,19:20:00,1899-12-30 07:09:00,1899-12-30 19:20:00,3309,470,622,39.33
CHEROKEE,UNION HILL COMMUNITY CENTER,07:05:00,19:02:00,1899-12-30 07:05:00,1899-12-30 19:02:00,3997,532,920,43.19
CHEROKEE,VICTORY CHURCH,07:04:00,19:23:00,1899-12-30 07:04:00,1899-12-30 19:23:00,3627,438,579,36.6
CHEROKEE,WOODSTOCK CITY CHURCH,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,6793,644,1276,
CHEROKEE,WOODSTOCK HIGH SCHOOL ATRIUM,07:04:00,20:08:00,1899-12-30 07:04:00,1899-12-30 20:08:00,5479,588,936,45
CLARKE,ACC FLEET MGMNT BLDG,07:07:00,18:56:00,1899-12-30 07:07:00,1899-12-30 18:56:00,2897,359,523,30.38
CLARKE,ATHENS REGIONAL LIBRARY,07:13:00,18:56:00,1899-12-30 07:13:00,1899-12-30 18:56:00,2933,306,822,26.12
CLARKE,ATHENS TRANSIT MULTI-MODAL CTR,07:05:00,18:54:00,1899-12-30 07:05:00,1899-12-30 18:54:00,2237,187,283,15.83
CLARKE,ATHENS-CLARKE COUNTY TENNIS CENTER,07:05:00,19:04:00,1899-12-30 07:05:00,1899-12-30 19:04:00,3621,370,917,30.88
CLARKE,BARNETT SHOALS SCHOOL,08:10:00,18:58:00,1899-12-30 08:10:00,1899-12-30 18:58:00,2224,294,685,27.22
CLARKE,CEDAR SHOALS HIGH SCHOOL,07:06:00,18:58:00,1899-12-30 07:06:00,1899-12-30 18:58:00,2207,232,625,19.55
CLARKE,CHASE STREET ELEM. SCHOOL,07:08:00,18:56:00,1899-12-30 07:08:00,1899-12-30 18:56:00,2003,340,665,28.81
CLARKE,CLARKE CENTRAL HIGH SCHOOL GYM,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,2797,280,449,23.4
CLARKE,CLEVELAND RD ELEM SCH,07:07:00,18:59:00,1899-12-30 07:07:00,1899-12-30 18:59:00,3442,412,960,34.72
CLARKE,FIRESTATION #3,07:04:00,18:57:00,1899-12-30 07:04:00,1899-12-30 18:57:00,2652,306,703,25.75
CLARKE,FIRESTATION #4,07:09:00,18:57:00,1899-12-30 07:09:00,1899-12-30 18:57:00,1658,267,515,22.63
CLARKE,FIRESTATION #7,07:03:00,18:47:00,1899-12-30 07:03:00,1899-12-30 18:47:00,3688,428,769,36.48
CLARKE,GAINES ELEMENTARY SCHOOL,07:16:00,19:01:00,1899-12-30 07:16:00,1899-12-30 19:01:00,3202,367,864,31.23
CLARKE,GEORGIA SQUARE MALL UPPER LEVEL NEAR SEARS,07:13:00,18:55:00,1899-12-30 07:13:00,1899-12-30 18:55:00,3718,418,1051,35.73
CLARKE,HOWARD B. STROUD ELEM. SCHOOL,07:11:00,18:56:00,1899-12-30 07:11:00,1899-12-30 18:56:00,4972,497,722,42.3
CLARKE,JUDIA J. HARRIS ELEM. SCHOOL,07:08:00,19:01:00,1899-12-30 07:08:00,1899-12-30 19:01:00,4166,435,664,36.61
CLARKE,MEMORIAL PARK,07:07:00,18:57:00,1899-12-30 07:07:00,1899-12-30 18:57:00,4058,480,769,40.56
CLARKE,OGLETHORPE AVENUE ELEMENTARY SCHOOL,07:03:00,18:57:00,1899-12-30 07:03:00,1899-12-30 18:57:00,2955,396,881,33.28
CLARKE,THOMAS N. LAY PARK,07:03:00,19:01:00,1899-12-30 07:03:00,1899-12-30 19:01:00,4199,412,631,34.43
CLARKE,TIMOTHY RD ELEM SCHL,07:06:00,19:03:00,1899-12-30 07:06:00,1899-12-30 19:03:00,3008,387,829,32.38
CLARKE,UNITARIAN UNIVERSALIST FELLOWSHIP,07:02:00,19:00:00,1899-12-30 07:02:00,1899-12-30 19:00:00,2880,352,799,29.42
CLARKE,WHIT DAVIS ELEMENTARY SCHOOL,07:05:00,18:54:00,1899-12-30 07:05:00,1899-12-30 18:54:00,2742,330,1032,27.93
