,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others,Population Density: Hispanic,Population Density: White,Population Density: Black,Population Density: Asian,Population Density: Mixed,Population Density: Others
2533,"PAT COLWELL, Union County, Georgia",7000000US13291000009,2801.0,102.0,2589.0,7.0,11.0,77.0,15.0,0.03641556586933238,0.9243127454480543,0.0024991074616208496,0.003927168868261335,0.027490182077829346,0.005355230274901821
2534,"COOSA, Union County, Georgia",7000000US13291000010,3171.0,88.0,2941.0,6.0,9.0,109.0,18.0,0.027751497950173447,0.9274676758120467,0.001892147587511826,0.002838221381267739,0.03437401450646484,0.005676442762535478
2535,"CHOESTOE, Union County, Georgia",7000000US13291000011,1381.0,44.0,1267.0,5.0,4.0,46.0,15.0,0.03186097031136857,0.9174511223750905,0.003620564808110065,0.002896451846488052,0.0333091962346126,0.010861694424330196
2536,"2930470 - THE JUG Voting District, Upson County, Georgia",7000000US13293000470,557.0,8.0,346.0,189.0,2.0,11.0,1.0,0.01436265709156194,0.6211849192100538,0.3393177737881508,0.003590664272890485,0.019748653500897665,0.0017953321364452424
2537,"2930555 - REDBONE Voting District, Upson County, Georgia",7000000US13293000555,7120.0,165.0,4850.0,1759.0,76.0,236.0,34.0,0.023174157303370788,0.6811797752808989,0.2470505617977528,0.010674157303370787,0.03314606741573034,0.0047752808988764045
2538,"2930561 - LINCOLN PARK Voting District, Upson County, Georgia",7000000US13293000561,889.0,9.0,93.0,765.0,1.0,9.0,12.0,0.010123734533183352,0.1046119235095613,0.8605174353205849,0.0011248593925759281,0.010123734533183352,0.013498312710911136
2539,"2930588 - YATESVILLE Voting District, Upson County, Georgia",7000000US13293000588,1348.0,18.0,1154.0,122.0,6.0,34.0,14.0,0.013353115727002967,0.8560830860534124,0.09050445103857567,0.004451038575667656,0.025222551928783383,0.010385756676557863
2540,"2930589 - SALEM Voting District, Upson County, Georgia",7000000US13293000589,400.0,4.0,61.0,323.0,0.0,10.0,2.0,0.01,0.1525,0.8075,0.0,0.025,0.005
2541,"2931336 - REEVES Voting District, Upson County, Georgia",7000000US13293001336,2856.0,42.0,2480.0,159.0,22.0,118.0,35.0,0.014705882352941176,0.8683473389355743,0.05567226890756303,0.007703081232492998,0.04131652661064426,0.012254901960784314
2542,"2931577 - THE ROCK Voting District, Upson County, Georgia",7000000US13293001577,544.0,23.0,450.0,41.0,0.0,26.0,4.0,0.042279411764705885,0.8272058823529411,0.07536764705882353,0.0,0.04779411764705882,0.007352941176470588
2543,"2931610 - ATWATER Voting District, Upson County, Georgia",7000000US13293001610,1918.0,32.0,1672.0,147.0,5.0,54.0,8.0,0.016684045881126174,0.8717413972888426,0.07664233576642336,0.0026068821689259644,0.028154327424400417,0.004171011470281543
2544,"2935610 - TOWN Voting District, Upson County, Georgia",7000000US13293005610,12068.0,332.0,6903.0,4346.0,39.0,388.0,60.0,0.027510772290354656,0.5720086178322837,0.3601259529333775,0.003231687106397083,0.032151143520053035,0.004971826317533974
2545,"2950869 - CHESTNUT FLAT Voting District, Walker County, Georgia",7000000US13295000869,3064.0,57.0,2762.0,101.0,1.0,133.0,10.0,0.01860313315926893,0.9014360313315927,0.03296344647519582,0.00032637075718015666,0.04340731070496084,0.0032637075718015664
2546,"2950871 - LAFAYETTE Voting District, Walker County, Georgia",7000000US13295000871,10292.0,218.0,8875.0,583.0,73.0,472.0,71.0,0.02118150019432569,0.8623202487368831,0.05664593859308201,0.007092887679751263,0.04586086280606296,0.0068985619898950645
2547,"2950881 - POND SPRINGS Voting District, Walker County, Georgia",7000000US13295000881,3376.0,56.0,3120.0,46.0,9.0,134.0,11.0,0.016587677725118485,0.9241706161137441,0.013625592417061612,0.002665876777251185,0.039691943127962086,0.003258293838862559
2548,"2950943 - WILSON Voting District, Walker County, Georgia",7000000US13295000943,1179.0,20.0,1099.0,17.0,1.0,40.0,2.0,0.016963528413910092,0.9321458863443596,0.01441899915182358,0.0008481764206955047,0.033927056827820185,0.0016963528413910093
2549,"2950944 - PEAVINE Voting District, Walker County, Georgia",7000000US13295000944,6858.0,176.0,6107.0,287.0,50.0,215.0,23.0,0.025663458734324875,0.8904928550597841,0.04184893554972295,0.007290755322251386,0.03135024788568096,0.003353747448235637
2550,"2950953 - EAST ARMUCHEE Voting District, Walker County, Georgia",7000000US13295000953,1558.0,46.0,1434.0,19.0,8.0,51.0,0.0,0.029525032092426188,0.920410783055199,0.012195121951219513,0.005134788189987163,0.03273427471116817,0.0
2551,"2950960 - CANE CREEK Voting District, Walker County, Georgia",7000000US13295000960,2598.0,40.0,2394.0,43.0,3.0,110.0,8.0,0.015396458814472672,0.9214780600461894,0.016551193225558123,0.0011547344110854503,0.042340261739799843,0.003079291762894534
2552,"2951053 - WEST ARMUCHEE Voting District, Walker County, Georgia",7000000US13295001053,496.0,18.0,425.0,34.0,3.0,16.0,0.0,0.036290322580645164,0.8568548387096774,0.06854838709677419,0.006048387096774193,0.03225806451612903,0.0
2553,"2951161 - MOUNTAIN Voting District, Walker County, Georgia",7000000US13295001161,1439.0,22.0,1351.0,5.0,3.0,52.0,6.0,0.015288394718554551,0.9388464211257818,0.0034746351633078527,0.0020847810979847115,0.03613620569840167,0.004169562195969423
2554,"2951501 - CHATTANOOGA VAL Voting District, Walker County, Georgia",7000000US13295001501,5565.0,140.0,4949.0,134.0,19.0,277.0,46.0,0.025157232704402517,0.889308176100629,0.02407906558849955,0.0034141958670260556,0.04977538185085355,0.008265947888589397
2555,"2951800 - DAUGHERTY Voting District, Walker County, Georgia",7000000US13295001800,463.0,5.0,439.0,0.0,1.0,13.0,5.0,0.01079913606911447,0.9481641468682506,0.0,0.0021598272138228943,0.028077753779697623,0.01079913606911447
2556,"2951808 - CEDAR GROVE Voting District, Walker County, Georgia",7000000US13295001808,623.0,7.0,578.0,3.0,4.0,21.0,10.0,0.011235955056179775,0.92776886035313,0.004815409309791332,0.006420545746388443,0.033707865168539325,0.016051364365971106
2557,"2951809 - KENSINGTON Voting District, Walker County, Georgia",7000000US13295001809,1643.0,22.0,1356.0,182.0,6.0,65.0,12.0,0.013390139987827145,0.8253195374315276,0.11077297626293366,0.0036518563603164943,0.03956177723676202,0.007303712720632989
2558,"2951812 - ROSSVILLE Voting District, Walker County, Georgia",7000000US13295001812,11811.0,522.0,9827.0,822.0,54.0,512.0,74.0,0.044196088392176786,0.8320209973753281,0.06959613919227839,0.004572009144018288,0.043349420032173396,0.006265345864025061
2559,"2951818 - CHICKAMAUGA Voting District, Walker County, Georgia",7000000US13295001818,6289.0,112.0,5762.0,124.0,31.0,218.0,42.0,0.017808872634759103,0.9162028939418031,0.019716966131340434,0.0049292415328351085,0.03466369852122754,0.0066783272380346636
2560,"2951851 - FAIRYLAND Voting District, Walker County, Georgia",7000000US13295001851,1641.0,27.0,1522.0,8.0,6.0,66.0,12.0,0.016453382084095063,0.9274832419256551,0.004875076173065204,0.003656307129798903,0.04021937842778794,0.007312614259597806
2561,"2951893 - FAIRVIEW Voting District, Walker County, Georgia",7000000US13295001893,5154.0,120.0,4495.0,266.0,12.0,230.0,31.0,0.023282887077997673,0.8721381451299961,0.051610399689561506,0.002328288707799767,0.0446255335661622,0.006014745828482732
2562,"2951898 - WALLACEVILLE Voting District, Walker County, Georgia",7000000US13295001898,3605.0,77.0,3159.0,166.0,9.0,179.0,15.0,0.021359223300970873,0.8762829403606103,0.04604715672676838,0.0024965325936199723,0.04965325936199723,0.004160887656033287
2563,"WALKER PARK, Walton County, Georgia",7000000US13297000250,5300.0,275.0,4153.0,409.0,248.0,157.0,58.0,0.05188679245283019,0.7835849056603773,0.07716981132075472,0.04679245283018868,0.029622641509433962,0.010943396226415094
2564,"GRATIS, Walton County, Georgia",7000000US13297000414,1455.0,35.0,1258.0,71.0,46.0,38.0,7.0,0.024054982817869417,0.8646048109965636,0.04879725085910653,0.03161512027491409,0.02611683848797251,0.004810996563573883
2565,"BETWEEN, Walton County, Georgia",7000000US13297000415,6385.0,181.0,5238.0,655.0,47.0,225.0,39.0,0.028347689898198903,0.8203602192638998,0.10258418167580266,0.007361002349256069,0.03523884103367267,0.006108065779169929
2566,"WALNUT GROVE, Walton County, Georgia",7000000US13297000416,3772.0,189.0,3188.0,182.0,49.0,140.0,24.0,0.050106044538706256,0.8451749734888653,0.048250265111346766,0.012990455991516436,0.03711558854718982,0.006362672322375398
2567,"LOGANVILLE NORTH, Walton County, Georgia",7000000US13297000417,7486.0,867.0,4931.0,1154.0,169.0,300.0,65.0,0.11581619022174726,0.6586962329682073,0.15415442158696233,0.022575474218541277,0.04007480630510286,0.008682874699438953
2568,"SOCIAL CIRCLE, Walton County, Georgia",7000000US13297000418,6725.0,189.0,4499.0,1724.0,47.0,227.0,39.0,0.028104089219330854,0.668996282527881,0.25635687732342005,0.006988847583643123,0.0337546468401487,0.0057992565055762085
2569,"SOUTH MONROE, Walton County, Georgia",7000000US13297000419,5941.0,322.0,4042.0,1238.0,85.0,202.0,52.0,0.05419962969197105,0.6803568422824441,0.20838242720080793,0.014307355664029625,0.03400100993098805,0.0087527352297593
2570,"NORTH MONROE, Walton County, Georgia",7000000US13297000420,7027.0,337.0,2815.0,3439.0,86.0,295.0,55.0,0.047957876761064465,0.40059769460651773,0.48939803614629285,0.012238508609648499,0.04198093069588729,0.007826953180589156
2571,"LOGANVILLE SOUTH, Walton County, Georgia",7000000US13297000421,5303.0,435.0,3333.0,1165.0,102.0,204.0,64.0,0.08202904016594381,0.6285121629266452,0.2196869696398265,0.019234395625117858,0.038468791250235716,0.012068640392230812
2572,"WEST WALTON, Walton County, Georgia",7000000US13297000422,5502.0,382.0,4202.0,561.0,80.0,213.0,64.0,0.06942929843693202,0.7637222828062523,0.1019629225736096,0.014540167211922937,0.03871319520174482,0.011632133769538349
2573,"BROKEN ARROW, Walton County, Georgia",7000000US13297000423,5996.0,326.0,4832.0,444.0,64.0,272.0,58.0,0.05436957971981321,0.8058705803869246,0.07404936624416278,0.01067378252168112,0.04536357571714476,0.009673115410273516
2574,"BAY CREEK, Walton County, Georgia",7000000US13297000424,4437.0,281.0,3522.0,323.0,56.0,212.0,43.0,0.06333107955826009,0.7937795807978364,0.07279693486590039,0.012621140410187063,0.04778003155285102,0.009691232814965067
2575,"E MONROE, Walton County, Georgia",7000000US13297000425,6225.0,281.0,3101.0,2469.0,29.0,279.0,66.0,0.045140562248995986,0.49815261044176706,0.3966265060240964,0.00465863453815261,0.04481927710843373,0.010602409638554217
2576,"W MONROE, Walton County, Georgia",7000000US13297000426,2712.0,60.0,2235.0,275.0,21.0,100.0,21.0,0.022123893805309734,0.8241150442477876,0.10140117994100295,0.007743362831858407,0.03687315634218289,0.007743362831858407
2577,"TARA, Walton County, Georgia",7000000US13297000427,5513.0,383.0,2823.0,1887.0,140.0,236.0,44.0,0.06947215672047886,0.5120623979684382,0.3422818791946309,0.02539452203881734,0.04280790857972066,0.007981135497914021
2578,"MOUNTAIN, Walton County, Georgia",7000000US13297000454,2285.0,95.0,1908.0,179.0,25.0,67.0,11.0,0.04157549234135667,0.8350109409190372,0.07833698030634573,0.010940919037199124,0.029321663019693654,0.004814004376367615
2579,"JERSEY, Walton County, Georgia",7000000US13297000502,2752.0,93.0,2478.0,71.0,20.0,87.0,3.0,0.03379360465116279,0.9004360465116279,0.025799418604651164,0.007267441860465116,0.031613372093023256,0.0010901162790697674
2580,"BLASINGAME, Walton County, Georgia",7000000US13297000503,1473.0,54.0,1243.0,103.0,8.0,61.0,4.0,0.03665987780040733,0.8438560760353021,0.06992532247114731,0.005431093007467753,0.041412084181941616,0.0027155465037338763
2581,"GOOD HOPE, Walton County, Georgia",7000000US13297000559,2753.0,86.0,2352.0,213.0,7.0,86.0,9.0,0.03123864874682165,0.8543407192154013,0.07737014166363966,0.0025426807119505995,0.03123864874682165,0.0032691609153650564
2582,"BOLD SPRINGS, Walton County, Georgia",7000000US13297001663,6090.0,331.0,4957.0,512.0,67.0,170.0,53.0,0.054351395730706076,0.8139573070607553,0.08407224958949097,0.011001642036124795,0.027914614121510674,0.008702791461412151
2583,"WHATLEY, Walton County, Georgia",7000000US13297001675,1541.0,26.0,1389.0,62.0,13.0,46.0,5.0,0.016872160934458143,0.9013627514600908,0.04023361453601557,0.008436080467229072,0.029850746268656716,0.003244646333549643
2584,"100, Ware County, Georgia",7000000US13299000100,6364.0,223.0,1376.0,4444.0,50.0,239.0,32.0,0.03504085480829667,0.21621621621621623,0.6983029541169076,0.00785669390320553,0.037554996857322435,0.00502828409805154
2585,"300, Ware County, Georgia",7000000US13299000300,7878.0,381.0,5055.0,2130.0,53.0,214.0,45.0,0.04836252856054836,0.6416603198781416,0.27037319116527037,0.006727595836506728,0.027164254887027166,0.0057121096725057125
2586,"304, Ware County, Georgia",7000000US13299000304,2107.0,200.0,1610.0,231.0,3.0,53.0,10.0,0.09492168960607499,0.7641196013289037,0.10963455149501661,0.0014238253440911248,0.025154247745609874,0.004746084480303749
2587,"400, Ware County, Georgia",7000000US13299000400,5032.0,147.0,4269.0,325.0,109.0,149.0,33.0,0.02921303656597774,0.8483704292527822,0.06458664546899841,0.021661367249602544,0.029610492845786963,0.006558028616852146
2588,"404, Ware County, Georgia",7000000US13299000404,606.0,8.0,554.0,7.0,3.0,29.0,5.0,0.013201320132013201,0.9141914191419142,0.01155115511551155,0.0049504950495049506,0.04785478547854786,0.00825082508250825
2589,"405, Ware County, Georgia",7000000US13299000405,944.0,24.0,869.0,34.0,2.0,11.0,4.0,0.025423728813559324,0.9205508474576272,0.036016949152542374,0.00211864406779661,0.011652542372881356,0.00423728813559322
2590,"406, Ware County, Georgia",7000000US13299000406,2928.0,87.0,2453.0,281.0,7.0,79.0,21.0,0.02971311475409836,0.8377732240437158,0.09596994535519125,0.0023907103825136613,0.02698087431693989,0.007172131147540984
2591,"407, Ware County, Georgia",7000000US13299000407,786.0,56.0,688.0,14.0,10.0,15.0,3.0,0.07124681933842239,0.8753180661577609,0.017811704834605598,0.01272264631043257,0.019083969465648856,0.003816793893129771
2592,"408, Ware County, Georgia",7000000US13299000408,841.0,54.0,747.0,10.0,7.0,20.0,3.0,0.06420927467300833,0.8882282996432818,0.011890606420927468,0.008323424494649227,0.023781212841854936,0.0035671819262782403
2593,"409, Ware County, Georgia",7000000US13299000409,1499.0,67.0,1350.0,38.0,4.0,31.0,9.0,0.04469646430953969,0.9006004002668445,0.025350233488992662,0.00266844563042028,0.02068045363575717,0.00600400266844563
2594,"200A, Ware County, Georgia",7000000US1329900200A,4133.0,167.0,2348.0,1350.0,77.0,162.0,29.0,0.040406484393902736,0.568110331478345,0.3266392451004113,0.01863053472054198,0.039196709412049356,0.007016694894749577
2595,"200B, Ware County, Georgia",7000000US1329900200B,3133.0,198.0,956.0,1839.0,8.0,119.0,13.0,0.06319821257580593,0.3051388445579317,0.5869773380146824,0.0025534631343759975,0.03798276412384296,0.004149377593360996
2596,"3011 - WARRENTON Voting District, Warren County, Georgia",7000000US13301000001,2985.0,28.0,745.0,2135.0,11.0,50.0,16.0,0.009380234505862646,0.24958123953098826,0.7152428810720268,0.0036850921273031824,0.01675041876046901,0.005360134003350084
2597,"3012 - CAMAK Voting District, Warren County, Georgia",7000000US13301000002,509.0,7.0,339.0,148.0,3.0,7.0,5.0,0.0137524557956778,0.6660117878192534,0.2907662082514735,0.005893909626719057,0.0137524557956778,0.009823182711198428
2598,"3013 - NORWOOD Voting District, Warren County, Georgia",7000000US13301000003,492.0,3.0,151.0,325.0,1.0,11.0,1.0,0.006097560975609756,0.30691056910569103,0.6605691056910569,0.0020325203252032522,0.022357723577235773,0.0020325203252032522
2599,"3014 - BEALL SPRINGS Voting District, Warren County, Georgia",7000000US13301000004,687.0,4.0,303.0,365.0,0.0,12.0,3.0,0.005822416302765648,0.4410480349344978,0.5312954876273653,0.0,0.017467248908296942,0.004366812227074236
2600,"3015 - RICKETSON Voting District, Warren County, Georgia",7000000US13301000005,429.0,8.0,341.0,64.0,0.0,12.0,4.0,0.018648018648018648,0.7948717948717948,0.14918414918414918,0.0,0.027972027972027972,0.009324009324009324
2601,"3016 - PAN HANDLE Voting District, Warren County, Georgia",7000000US13301000006,113.0,3.0,95.0,10.0,0.0,5.0,0.0,0.02654867256637168,0.8407079646017699,0.08849557522123894,0.0,0.04424778761061947,0.0
2602,"OCONEE, Washington County, Georgia",7000000US13303000088,733.0,10.0,407.0,286.0,2.0,24.0,4.0,0.013642564802182811,0.5552523874488404,0.39017735334242837,0.002728512960436562,0.03274215552523874,0.005457025920873124
2603,"HARRISON, Washington County, Georgia",7000000US13303000091,1340.0,19.0,830.0,439.0,3.0,38.0,11.0,0.014179104477611941,0.6194029850746269,0.3276119402985075,0.002238805970149254,0.028358208955223882,0.008208955223880597
2604,"DAVISBORO, Washington County, Georgia",7000000US13303000094,2676.0,83.0,1058.0,1497.0,5.0,27.0,6.0,0.03101644245142003,0.3953662182361734,0.5594170403587444,0.0018684603886397607,0.010089686098654708,0.002242152466367713
2605,"SANDERSVILLE, Washington County, Georgia",7000000US13303000097,9027.0,145.0,3282.0,5323.0,51.0,200.0,26.0,0.016062922344078873,0.3635759388501163,0.5896754181898748,0.005649717514124294,0.02215575495735017,0.0028802481444555224
2606,"DEEPSTEP, Washington County, Georgia",7000000US13303000099,698.0,5.0,534.0,145.0,1.0,12.0,1.0,0.0071633237822349575,0.7650429799426934,0.20773638968481375,0.0014326647564469914,0.017191977077363897,0.0014326647564469914
2607,"RIDDLEVILLE, Washington County, Georgia",7000000US13303001253,772.0,19.0,478.0,255.0,3.0,11.0,6.0,0.02461139896373057,0.6191709844559585,0.33031088082901555,0.0038860103626943004,0.014248704663212436,0.007772020725388601
2608,"WARTHEN, Washington County, Georgia",7000000US13303001350,867.0,12.0,537.0,302.0,0.0,16.0,0.0,0.01384083044982699,0.6193771626297578,0.34832756632064593,0.0,0.01845444059976932,0.0
2609,"TENNILLE, Washington County, Georgia",7000000US13303001488,3875.0,41.0,1286.0,2451.0,11.0,73.0,13.0,0.010580645161290323,0.3318709677419355,0.6325161290322581,0.002838709677419355,0.018838709677419355,0.0033548387096774194
2610,"ODUM, Wayne County, Georgia",7000000US1330500001A,1849.0,54.0,1612.0,90.0,8.0,70.0,15.0,0.029204975662520283,0.8718226068144943,0.048674959437533805,0.004326663061114116,0.03785830178474851,0.008112493239588967
2611,"MADRAY SPRINGS, Wayne County, Georgia",7000000US1330500001B,1703.0,34.0,1548.0,62.0,6.0,49.0,4.0,0.01996476805637111,0.908984145625367,0.0364063417498532,0.0035231943628890195,0.028772753963593658,0.002348796241926013
2612,"OGLETHORPE, Wayne County, Georgia",7000000US1330500001C,2565.0,169.0,2123.0,192.0,10.0,62.0,9.0,0.06588693957115009,0.8276803118908382,0.07485380116959064,0.003898635477582846,0.024171539961013646,0.0035087719298245615
2613,"SCREVEN, Wayne County, Georgia",7000000US1330500002A,2774.0,113.0,2268.0,292.0,6.0,80.0,15.0,0.040735400144196104,0.8175919250180245,0.10526315789473684,0.0021629416005767843,0.02883922134102379,0.005407354001441961
