,Area Name,id,Total,Hispanic,White,Black,Asian,Mixed,Others
2424,"REES PARK, Sumter County, Georgia",7000000US132610C1-27,5626,371,913,4134,79,115,14
2425,"GSW CONF CENTER, Sumter County, Georgia",7000000US132610C2-27,6117,545,2792,2354,281,112,33
2426,"REC DEPT, Sumter County, Georgia",7000000US132610C3-27,4467,88,670,3585,33,85,6
2427,"ONEAL, Talbot County, Georgia",7000000US13263000001,596,10,273,305,1,5,2
2428,"VALLEY, Talbot County, Georgia",7000000US13263000002,885,15,407,437,3,20,3
2429,"JUNCTION CITY, Talbot County, Georgia",7000000US13263000003,550,14,260,262,2,12,0
2430,"GENEVA, Talbot County, Georgia",7000000US13263000004,552,14,261,264,1,11,1
2431,"TALBOTTON, Talbot County, Georgia",7000000US13263000005,1111,21,232,837,5,15,1
2432,"BOX SPRINGS, Talbot County, Georgia",7000000US13263000006,631,18,383,201,5,23,1
2433,"FLINT HILL, Talbot County, Georgia",7000000US13263000008,1408,20,611,750,0,23,4
2434,"SHARON, Taliaferro County, Georgia",7000000US13265000172,299,6,141,135,0,13,4
2435,"CRAWFORDVILLE, Taliaferro County, Georgia",7000000US13265000601,1260,63,450,698,6,41,2
2436,"COBBTOWN, Tattnall County, Georgia",7000000US13267000001,1263,157,909,147,2,43,5
2437,"COLLINS, Tattnall County, Georgia",7000000US13267000003,2137,126,1522,425,5,51,8
2438,"MANASSAS, Tattnall County, Georgia",7000000US13267000004,335,19,242,68,1,5,0
2439,"DISTRICT II, Tattnall County, Georgia",7000000US13267000005,4233,334,2460,1253,42,127,17
2440,"EAST GLENNVILLE, Tattnall County, Georgia",7000000US13267000007,4136,453,2805,704,44,106,24
2441,"DISTRICT IV, Tattnall County, Georgia",7000000US13267000008,3970,293,2344,1209,21,88,15
2442,"DISTRICT V, Tattnall County, Georgia",7000000US13267000009,1692,136,1369,120,0,55,12
2443,"SHILOH, Tattnall County, Georgia",7000000US13267000010,5076,785,2174,2035,12,63,7
2444,"PRECINCT 1, Taylor County, Georgia",7000000US13269000001,1711,39,286,1348,4,22,12
2445,"PRECINCT 5, Taylor County, Georgia",7000000US13269000005,3311,85,2547,542,23,100,14
2446,"PRECINCT 6, Taylor County, Georgia",7000000US13269000006,2794,44,1751,917,2,58,22
2447,"HELENA, Telfair County, Georgia",7000000US132710000HE,2838,143,1113,1542,12,22,6
2448,"JACKSONVILLE, Telfair County, Georgia",7000000US132710000JA,956,30,729,180,0,12,5
2449,"LUMBER-CITY, Telfair County, Georgia",7000000US132710000LU,1558,35,858,625,2,32,6
2450,"MCRAE, Telfair County, Georgia",7000000US132710000MC,5445,1657,1888,1782,15,76,27
2451,"MILAN, Telfair County, Georgia",7000000US132710000MI,1203,50,1014,118,0,20,1
2452,"SCOTLAND, Telfair County, Georgia",7000000US132710000SC,477,13,368,79,1,16,0
2453,"DAWSON, Terrell County, Georgia",7000000US13273000001,4763,57,768,3790,45,89,14
2454,"SASSER, Terrell County, Georgia",7000000US13273000002,1730,49,1009,634,1,34,3
2455,"BRONWOOD, Terrell County, Georgia",7000000US13273000003,950,38,392,491,0,29,0
2456,"PARROTT, Terrell County, Georgia",7000000US13273000004,575,17,337,192,4,24,1
2457,"GRAVES, Terrell County, Georgia",7000000US13273000005,822,13,513,268,5,21,2
2458,"HEROD-DOVER, Terrell County, Georgia",7000000US13273000006,345,3,170,165,2,2,3
2459,"BARWICK, Thomas County, Georgia",7000000US13275000101,928,13,644,234,2,24,11
2460,"BOSTON, Thomas County, Georgia",7000000US13275000102,2397,103,1116,1111,2,51,14
2461,"CENTRAL, Thomas County, Georgia",7000000US13275000103,5360,186,3420,1469,72,186,27
2462,"COOLIDGE, Thomas County, Georgia",7000000US13275000104,1555,81,1169,262,5,28,10
2463,"DOUGLASS, Thomas County, Georgia",7000000US13275000105,4206,88,669,3263,26,124,36
2464,"ELLABELLE, Thomas County, Georgia",7000000US13275000106,1547,47,1271,181,9,31,8
2465,"FIRE STATION #2, Thomas County, Georgia",7000000US13275000107,1919,74,1441,326,28,40,10
2466,"GATLIN CREEK, Thomas County, Georgia",7000000US13275000108,3219,138,2262,678,8,108,25
2467,"HARPER, Thomas County, Georgia",7000000US13275000109,2937,59,665,2118,19,71,5
2468,"JERGER, Thomas County, Georgia",7000000US13275000110,2831,83,1705,969,9,52,13
2469,"MEIGS, Thomas County, Georgia",7000000US13275000111,1440,86,679,628,4,37,6
2470,"MERRILLVILLE, Thomas County, Georgia",7000000US13275000112,1099,43,737,257,4,48,10
2471,"METCALFE, Thomas County, Georgia",7000000US13275000113,469,16,334,89,6,23,1
2472,"NEW COVENANT, Thomas County, Georgia",7000000US13275000114,3358,182,2413,585,38,113,27
2473,"OCHLOCKNEE, Thomas County, Georgia",7000000US13275000115,1949,34,1539,305,8,39,24
2474,"PATTEN, Thomas County, Georgia",7000000US13275000116,603,15,458,112,4,6,8
2475,"PAVO, Thomas County, Georgia",7000000US13275000117,1074,47,845,148,4,22,8
2476,"REMINGTON, Thomas County, Georgia",7000000US13275000118,3349,127,2057,934,125,98,8
2477,"RESOURCE CENTER, Thomas County, Georgia",7000000US13275000119,1926,32,223,1609,2,44,16
2478,"SCOTT, Thomas County, Georgia",7000000US13275000120,3632,123,2347,981,31,134,16
2479,"27701 - TIFTON NORTHEAST Voting District, Tift County, Georgia",7000000US13277000001,5981,807,3123,1694,164,168,25
2480,"27702 - BRIGHTON Voting District, Tift County, Georgia",7000000US13277000002,3015,154,2511,197,42,97,14
2481,"27703 - BROOKFIELD Voting District, Tift County, Georgia",7000000US13277000003,2686,298,2136,156,15,71,10
2482,"27704 - CHULA Voting District, Tift County, Georgia",7000000US13277000004,1890,110,1583,148,13,36,0
2483,"27705 - DOCIA Voting District, Tift County, Georgia",7000000US13277000005,1336,87,1184,27,7,26,5
2484,"27706 - ELDORADO Voting District, Tift County, Georgia",7000000US13277000006,2107,236,1508,287,34,41,1
2485,"27707 - OMEGA Voting District, Tift County, Georgia",7000000US13277000007,2010,853,901,204,11,36,5
2486,"27708 - TY TY Voting District, Tift County, Georgia",7000000US13277000008,1825,153,1245,364,8,49,6
2487,"27709 - TIFTON NORTHWEST Voting District, Tift County, Georgia",7000000US13277000009,6096,805,3603,1305,201,161,21
2488,"27710 - TIFTON SOUTH Voting District, Tift County, Georgia",7000000US13277000010,3865,237,788,2704,30,80,26
2489,"27711 - MOTT-LITMAN GYM Voting District, Tift County, Georgia",7000000US13277000011,4730,423,553,3592,12,132,18
2490,"27712 - TIFTON LODGE Voting District, Tift County, Georgia",7000000US13277000012,5803,1056,3054,1371,113,191,18
2491,"NEWBRANCH, Toombs County, Georgia",7000000US13279000039,2244,309,1716,162,3,43,11
2492,"CEDAR CROSSING, Toombs County, Georgia",7000000US13279000043,2314,308,1900,53,1,50,2
2493,"V.P.D., Toombs County, Georgia",7000000US13279000513,8780,581,4954,2830,152,218,45
2494,"S.T.I.A.L.C., Toombs County, Georgia",7000000US13279000514,6693,574,3534,2365,17,175,28
2495,"LYONS, Toombs County, Georgia",7000000US13279015361,6999,1272,3903,1570,34,190,30
2496,"MACEDONIA, Towns County, Georgia",7000000US13281000833,3445,110,3192,4,21,102,16
2497,"HIAWASSEE, Towns County, Georgia",7000000US13281000990,5047,140,4727,10,31,126,13
2498,"YOUNG HARRIS, Towns County, Georgia",7000000US13281001468,3963,158,3521,110,29,109,36
2499,"TATE CITY, Towns County, Georgia",7000000US13281001581,38,7,29,0,0,1,1
2500,"SOPERTON, Treutlen County, Georgia",7000000US1328300SOPE,3615,84,1602,1821,6,88,14
2501,"ANNEX, Treutlen County, Georgia",7000000US132830ANNEX,2791,86,2463,178,1,51,12
2502,"HOLLIS HAND, Troup County, Georgia",7000000US13285000001,5715,283,3994,1133,98,172,35
2503,"ADMINISTRATION BLDG, Troup County, Georgia",7000000US13285000002,7239,540,2010,4315,104,218,52
2504,"HAMMETT RD, Troup County, Georgia",7000000US13285000003,8030,633,2769,3921,371,274,62
2505,"GRIGGS CENTER, Troup County, Georgia",7000000US13285000004,4007,155,342,3373,15,100,22
2506,"WEST POINT, Troup County, Georgia",7000000US13285000005,3222,57,1181,1855,22,91,16
2507,"HOGANSVILLE, Troup County, Georgia",7000000US13285000006,5261,228,3281,1463,29,225,35
2508,"EAST VERNON, Troup County, Georgia",7000000US13285000007,4406,134,3577,441,64,170,20
2509,"ROSEMONT, Troup County, Georgia",7000000US13285000008,5618,114,4427,782,79,197,19
2510,"MOUNTVILLE, Troup County, Georgia",7000000US13285000009,2565,82,1555,840,25,55,8
2511,"MCLENDON, Troup County, Georgia",7000000US13285000010,5020,131,3944,674,69,178,24
2512,"LONG CANE, Troup County, Georgia",7000000US13285000011,4636,120,3533,757,42,156,28
2513,"GARDNER NEWMAN, Troup County, Georgia",7000000US13285000012,3808,106,2181,1154,235,96,36
2514,"GRAY HILL, Troup County, Georgia",7000000US13285000013,2762,61,2072,511,40,64,14
2515,"HIGHLAND, Troup County, Georgia",7000000US13285000015,2790,115,1153,1231,231,53,7
2516,"NORTHSIDE, Troup County, Georgia",7000000US13285000016,4347,197,2080,1707,184,155,24
2517,"ASHBURN, Turner County, Georgia",7000000US13287000001,5727,237,2102,3211,38,125,14
2518,"SYCAMORE, Turner County, Georgia",7000000US13287000002,2540,106,1979,363,6,68,18
2519,"REBECCA, Turner County, Georgia",7000000US13287000003,739,29,619,70,5,16,0
2520,"DRY BRANCH, Twiggs County, Georgia",7000000US132890000DB,2127,31,1722,255,10,92,17
2521,"GOLDEN ISLES, Twiggs County, Georgia",7000000US132890000GI,2170,52,964,1067,11,65,11
2522,"HIGGSVILLE, Twiggs County, Georgia",7000000US132890000HV,991,6,659,295,1,30,0
2523,"JEFFERSONVILLE, Twiggs County, Georgia",7000000US1328900JV/W,1747,26,613,1066,14,26,2
2524,"SHADY GROVE/TAR Voting District, Twiggs County, Georgia",7000000US1328900SG/T,987,9,529,416,1,28,4
2525,"BLAIRSVILLE, Union County, Georgia",7000000US13291000001,3613,159,3254,55,14,110,21
2526,"JONES CREEK, Union County, Georgia",7000000US13291000002,2489,70,2316,8,2,84,9
2527,"OWLTOWN, Union County, Georgia",7000000US13291000003,1698,52,1572,4,15,45,10
2528,"IVY LOG, Union County, Georgia",7000000US13291000004,2629,79,2411,15,8,110,6
2529,"SUCHES, Union County, Georgia",7000000US13291000005,755,22,692,2,4,31,4
2530,"TRACKROCK, Union County, Georgia",7000000US13291000006,1541,57,1368,3,11,87,15
2531,"DOOLEY, Union County, Georgia",7000000US13291000007,1802,59,1688,1,7,31,16
2532,"GUMLOG, Union County, Georgia",7000000US13291000008,2752,84,2548,20,15,77,8
2533,"PAT COLWELL, Union County, Georgia",7000000US13291000009,2801,102,2589,7,11,77,15
2534,"COOSA, Union County, Georgia",7000000US13291000010,3171,88,2941,6,9,109,18
2535,"CHOESTOE, Union County, Georgia",7000000US13291000011,1381,44,1267,5,4,46,15
2536,"2930470 - THE JUG Voting District, Upson County, Georgia",7000000US13293000470,557,8,346,189,2,11,1
2537,"2930555 - REDBONE Voting District, Upson County, Georgia",7000000US13293000555,7120,165,4850,1759,76,236,34
2538,"2930561 - LINCOLN PARK Voting District, Upson County, Georgia",7000000US13293000561,889,9,93,765,1,9,12
2539,"2930588 - YATESVILLE Voting District, Upson County, Georgia",7000000US13293000588,1348,18,1154,122,6,34,14
2540,"2930589 - SALEM Voting District, Upson County, Georgia",7000000US13293000589,400,4,61,323,0,10,2
2541,"2931336 - REEVES Voting District, Upson County, Georgia",7000000US13293001336,2856,42,2480,159,22,118,35
2542,"2931577 - THE ROCK Voting District, Upson County, Georgia",7000000US13293001577,544,23,450,41,0,26,4
2543,"2931610 - ATWATER Voting District, Upson County, Georgia",7000000US13293001610,1918,32,1672,147,5,54,8
2544,"2935610 - TOWN Voting District, Upson County, Georgia",7000000US13293005610,12068,332,6903,4346,39,388,60
2545,"2950869 - CHESTNUT FLAT Voting District, Walker County, Georgia",7000000US13295000869,3064,57,2762,101,1,133,10
2546,"2950871 - LAFAYETTE Voting District, Walker County, Georgia",7000000US13295000871,10292,218,8875,583,73,472,71
2547,"2950881 - POND SPRINGS Voting District, Walker County, Georgia",7000000US13295000881,3376,56,3120,46,9,134,11
2548,"2950943 - WILSON Voting District, Walker County, Georgia",7000000US13295000943,1179,20,1099,17,1,40,2
2549,"2950944 - PEAVINE Voting District, Walker County, Georgia",7000000US13295000944,6858,176,6107,287,50,215,23
2550,"2950953 - EAST ARMUCHEE Voting District, Walker County, Georgia",7000000US13295000953,1558,46,1434,19,8,51,0
2551,"2950960 - CANE CREEK Voting District, Walker County, Georgia",7000000US13295000960,2598,40,2394,43,3,110,8
2552,"2951053 - WEST ARMUCHEE Voting District, Walker County, Georgia",7000000US13295001053,496,18,425,34,3,16,0
2553,"2951161 - MOUNTAIN Voting District, Walker County, Georgia",7000000US13295001161,1439,22,1351,5,3,52,6
2554,"2951501 - CHATTANOOGA VAL Voting District, Walker County, Georgia",7000000US13295001501,5565,140,4949,134,19,277,46
2555,"2951800 - DAUGHERTY Voting District, Walker County, Georgia",7000000US13295001800,463,5,439,0,1,13,5
2556,"2951808 - CEDAR GROVE Voting District, Walker County, Georgia",7000000US13295001808,623,7,578,3,4,21,10
2557,"2951809 - KENSINGTON Voting District, Walker County, Georgia",7000000US13295001809,1643,22,1356,182,6,65,12
2558,"2951812 - ROSSVILLE Voting District, Walker County, Georgia",7000000US13295001812,11811,522,9827,822,54,512,74
2559,"2951818 - CHICKAMAUGA Voting District, Walker County, Georgia",7000000US13295001818,6289,112,5762,124,31,218,42
2560,"2951851 - FAIRYLAND Voting District, Walker County, Georgia",7000000US13295001851,1641,27,1522,8,6,66,12
2561,"2951893 - FAIRVIEW Voting District, Walker County, Georgia",7000000US13295001893,5154,120,4495,266,12,230,31
2562,"2951898 - WALLACEVILLE Voting District, Walker County, Georgia",7000000US13295001898,3605,77,3159,166,9,179,15
2563,"WALKER PARK, Walton County, Georgia",7000000US13297000250,5300,275,4153,409,248,157,58
2564,"GRATIS, Walton County, Georgia",7000000US13297000414,1455,35,1258,71,46,38,7
2565,"BETWEEN, Walton County, Georgia",7000000US13297000415,6385,181,5238,655,47,225,39
2566,"WALNUT GROVE, Walton County, Georgia",7000000US13297000416,3772,189,3188,182,49,140,24
2567,"LOGANVILLE NORTH, Walton County, Georgia",7000000US13297000417,7486,867,4931,1154,169,300,65
2568,"SOCIAL CIRCLE, Walton County, Georgia",7000000US13297000418,6725,189,4499,1724,47,227,39
2569,"SOUTH MONROE, Walton County, Georgia",7000000US13297000419,5941,322,4042,1238,85,202,52
2570,"NORTH MONROE, Walton County, Georgia",7000000US13297000420,7027,337,2815,3439,86,295,55
2571,"LOGANVILLE SOUTH, Walton County, Georgia",7000000US13297000421,5303,435,3333,1165,102,204,64
2572,"WEST WALTON, Walton County, Georgia",7000000US13297000422,5502,382,4202,561,80,213,64
2573,"BROKEN ARROW, Walton County, Georgia",7000000US13297000423,5996,326,4832,444,64,272,58
2574,"BAY CREEK, Walton County, Georgia",7000000US13297000424,4437,281,3522,323,56,212,43
2575,"E MONROE, Walton County, Georgia",7000000US13297000425,6225,281,3101,2469,29,279,66
2576,"W MONROE, Walton County, Georgia",7000000US13297000426,2712,60,2235,275,21,100,21
2577,"TARA, Walton County, Georgia",7000000US13297000427,5513,383,2823,1887,140,236,44
2578,"MOUNTAIN, Walton County, Georgia",7000000US13297000454,2285,95,1908,179,25,67,11
2579,"JERSEY, Walton County, Georgia",7000000US13297000502,2752,93,2478,71,20,87,3
2580,"BLASINGAME, Walton County, Georgia",7000000US13297000503,1473,54,1243,103,8,61,4
2581,"GOOD HOPE, Walton County, Georgia",7000000US13297000559,2753,86,2352,213,7,86,9
2582,"BOLD SPRINGS, Walton County, Georgia",7000000US13297001663,6090,331,4957,512,67,170,53
2583,"WHATLEY, Walton County, Georgia",7000000US13297001675,1541,26,1389,62,13,46,5
2584,"100, Ware County, Georgia",7000000US13299000100,6364,223,1376,4444,50,239,32
2585,"300, Ware County, Georgia",7000000US13299000300,7878,381,5055,2130,53,214,45
2586,"304, Ware County, Georgia",7000000US13299000304,2107,200,1610,231,3,53,10
2587,"400, Ware County, Georgia",7000000US13299000400,5032,147,4269,325,109,149,33
2588,"404, Ware County, Georgia",7000000US13299000404,606,8,554,7,3,29,5
2589,"405, Ware County, Georgia",7000000US13299000405,944,24,869,34,2,11,4
2590,"406, Ware County, Georgia",7000000US13299000406,2928,87,2453,281,7,79,21
2591,"407, Ware County, Georgia",7000000US13299000407,786,56,688,14,10,15,3
2592,"408, Ware County, Georgia",7000000US13299000408,841,54,747,10,7,20,3
2593,"409, Ware County, Georgia",7000000US13299000409,1499,67,1350,38,4,31,9
2594,"200A, Ware County, Georgia",7000000US1329900200A,4133,167,2348,1350,77,162,29
2595,"200B, Ware County, Georgia",7000000US1329900200B,3133,198,956,1839,8,119,13
2596,"3011 - WARRENTON Voting District, Warren County, Georgia",7000000US13301000001,2985,28,745,2135,11,50,16
2597,"3012 - CAMAK Voting District, Warren County, Georgia",7000000US13301000002,509,7,339,148,3,7,5
2598,"3013 - NORWOOD Voting District, Warren County, Georgia",7000000US13301000003,492,3,151,325,1,11,1
2599,"3014 - BEALL SPRINGS Voting District, Warren County, Georgia",7000000US13301000004,687,4,303,365,0,12,3
2600,"3015 - RICKETSON Voting District, Warren County, Georgia",7000000US13301000005,429,8,341,64,0,12,4
2601,"3016 - PAN HANDLE Voting District, Warren County, Georgia",7000000US13301000006,113,3,95,10,0,5,0
2602,"OCONEE, Washington County, Georgia",7000000US13303000088,733,10,407,286,2,24,4
2603,"HARRISON, Washington County, Georgia",7000000US13303000091,1340,19,830,439,3,38,11
2604,"DAVISBORO, Washington County, Georgia",7000000US13303000094,2676,83,1058,1497,5,27,6
2605,"SANDERSVILLE, Washington County, Georgia",7000000US13303000097,9027,145,3282,5323,51,200,26
2606,"DEEPSTEP, Washington County, Georgia",7000000US13303000099,698,5,534,145,1,12,1
2607,"RIDDLEVILLE, Washington County, Georgia",7000000US13303001253,772,19,478,255,3,11,6
2608,"WARTHEN, Washington County, Georgia",7000000US13303001350,867,12,537,302,0,16,0
2609,"TENNILLE, Washington County, Georgia",7000000US13303001488,3875,41,1286,2451,11,73,13
2610,"ODUM, Wayne County, Georgia",7000000US1330500001A,1849,54,1612,90,8,70,15
2611,"MADRAY SPRINGS, Wayne County, Georgia",7000000US1330500001B,1703,34,1548,62,6,49,4
2612,"OGLETHORPE, Wayne County, Georgia",7000000US1330500001C,2565,169,2123,192,10,62,9
2613,"SCREVEN, Wayne County, Georgia",7000000US1330500002A,2774,113,2268,292,6,80,15
2614,"EMPIRE, Wayne County, Georgia",7000000US1330500002C,1667,80,1449,84,1,41,12
2615,"RED HILL, Wayne County, Georgia",7000000US1330500002D,1694,101,1386,150,14,38,5
2616,"ALTAMAHA, Wayne County, Georgia",7000000US1330500003A,4814,291,3480,826,28,151,38
2617,"GARDI, Wayne County, Georgia",7000000US1330500003B,1700,83,1466,75,4,60,12
2618,"VFW, Wayne County, Georgia",7000000US1330500004A,2113,82,577,1322,10,112,10
2619,"PINE STREET, Wayne County, Georgia",7000000US1330500004B,3292,322,1194,1647,43,53,33
2620,"UNITY, Wayne County, Georgia",7000000US1330500005A,3261,222,2234,698,14,70,23
2621,"REC CENTER, Wayne County, Georgia",7000000US1330500005B,2712,181,1964,439,30,84,14
2622,"307G3 - GOOSEBERRY 3 Voting District, Webster County, Georgia",7000000US133070000G3,239,4,188,40,0,6,1
2623,"307P1 - PRESTON 1 Voting District, Webster County, Georgia",7000000US133070000P1,1218,37,475,659,6,34,7
2624,"307P3 - PRESTON 3 Voting District, Webster County, Georgia",7000000US133070000P3,297,8,198,78,0,12,1
2625,"307W2 - WESTON 2 Voting District, Webster County, Georgia",7000000US133070000W2,594,10,275,286,6,17,0
